Vehicle ID;O;D;Travel time
1.454;A1A_0;:L_3_0;5417
2.264;A1A_0;:M_0_0;5081
1.455;A1A_0;:L_3_0;5419
1.456;A1A_0;:L_3_0;5424
2.265;A1A_0;MM1_0;5090
1.457;A1A_0;:L_3_0;5425
1.458;A1A_0;:L_3_0;5429
1.459;A1A_0;:L_3_0;5429
1.460;A1A_0;:L_3_0;5432
2.266;A1A_0;MM1_0;5104
1.461;A1A_0;:L_3_0;5434
1.462;A1A_0;:L_3_0;5438
1.463;A1A_0;:L_3_0;5439
2.267;A1A_0;MM1_0;5119
1.464;A1A_0;:L_3_0;5443
1.465;A1A_0;:L_3_0;5445
2.268;A1A_0;:M_0_0;5128
1.466;A1A_0;:L_3_0;5449
1.467;A1A_0;:L_3_0;5451
1.468;A1A_0;:L_3_0;5456
1.469;A1A_0;:L_3_0;5457
2.269;A1A_0;:M_0_0;5146
1.470;A1A_0;:L_3_0;5461
1.471;A1A_0;:L_3_0;5462
1.472;A1A_0;:L_3_0;5465
2.270;A1A_0;MM1_0;5161
1.473;A1A_0;:L_3_0;5467
1.474;A1A_0;:L_3_0;5471
1.475;A1A_0;:L_3_0;5473
2.271;A1A_0;MM1_0;5171
1.476;A1A_0;:L_3_0;5477
1.477;A1A_0;:L_3_0;5479
1.478;A1A_0;:L_3_0;5484
2.272;A1A_0;MM1_0;5171
1.479;A1A_0;:L_3_0;5486
1.480;A1A_0;:L_3_0;5490
1.481;A1A_0;:L_3_0;5492
2.273;A1A_0;MM1_0;5170
1.482;A1A_0;:L_3_0;5497
1.483;A1A_0;:L_3_0;5498
1.484;A1A_0;:L_3_0;5502
2.274;A1A_0;MM1_0;5173
1.485;A1A_0;:L_3_0;5503
1.486;A1A_0;:L_3_0;5508
1.487;A1A_0;:L_3_0;5508
2.275;A1A_0;:M_0_0;5177
1.488;A1A_0;:L_3_0;5512
1.489;A1A_0;:L_3_0;5513
1.490;A1A_0;:L_3_0;5517
1.491;A1A_0;:L_3_0;5517
2.276;A1A_0;MM1_0;5178
1.492;A1A_0;:L_3_0;5521
1.493;A1A_0;:L_3_0;5523
1.494;A1A_0;:L_3_0;5527
2.277;A1A_0;MM1_0;5178
1.495;A1A_0;:L_3_0;5529
1.496;A1A_0;:L_3_0;5533
1.497;A1A_0;:L_3_0;5535
2.278;A1A_0;MM1_0;5178
1.498;A1A_0;:L_3_0;5539
1.499;A1A_0;:L_3_0;5540
2.279;A1A_0;MM1_0;5173
1.500;A1A_0;:L_3_0;5544
1.501;A1A_0;:L_3_0;5545
1.502;A1A_0;:L_3_0;5550
2.280;A1A_0;MM1_0;5174
1.503;A1A_0;:L_3_0;5552
1.504;A1A_0;:L_3_0;5557
1.505;A1A_0;:L_3_0;5558
2.281;A1A_0;:M_0_0;5175
1.506;A1A_0;:L_3_0;5562
1.507;A1A_0;:L_3_0;5563
1.508;A1A_0;:L_3_0;5568
2.282;A1A_0;MM1_0;5175
1.509;A1A_0;:L_3_0;5569
1.510;A1A_0;:L_3_0;5573
1.511;A1A_0;:L_3_0;5576
2.283;A1A_0;MM1_0;5173
1.512;A1A_0;:L_3_0;5580
1.513;A1A_0;:L_3_0;5580
1.514;A1A_0;:L_3_0;5585
2.284;A1A_0;:M_0_0;5172
1.515;A1A_0;:L_3_0;5586
1.516;A1A_0;:L_3_0;5589
1.517;A1A_0;:L_3_0;5591
2.285;A1A_0;MM1_0;5171
1.518;A1A_0;:L_3_0;5596
1.519;A1A_0;:L_3_0;5597
2.286;A1A_0;:M_0_0;5168
1.520;A1A_0;:L_3_0;5601
1.521;A1A_0;:L_3_0;5602
1.522;A1A_0;:L_3_0;5607
1.523;A1A_0;:L_3_0;5607
2.287;A1A_0;:M_0_0;5170
1.524;A1A_0;:L_3_0;5612
1.525;A1A_0;:L_3_0;5613
1.526;A1A_0;:L_3_0;5617
2.288;A1A_0;MM1_0;5172
1.527;A1A_0;:L_3_0;5618
1.528;A1A_0;:L_3_0;5623
2.289;A1A_0;:M_0_0;5172
1.529;A1A_0;:L_3_0;5625
1.530;A1A_0;:L_3_0;5629
1.531;A1A_0;:L_3_0;5630
2.290;A1A_0;MM1_0;5171
1.532;A1A_0;:L_3_0;5635
1.533;A1A_0;:L_3_0;5636
1.534;A1A_0;:L_3_0;5640
1.535;A1A_0;:L_3_0;5640
2.291;A1A_0;:M_0_0;5171
1.536;A1A_0;:L_3_0;5644
1.537;A1A_0;:L_3_0;5645
1.538;A1A_0;:L_3_0;5650
2.292;A1A_0;MM1_0;5174
1.539;A1A_0;:L_3_0;5650
1.540;A1A_0;:L_3_0;5654
1.541;A1A_0;:L_3_0;5655
2.293;A1A_0;:M_0_0;5171
1.542;A1A_0;:L_3_0;5659
1.543;A1A_0;:L_3_0;5654
1.544;A1A_0;:L_3_0;5654
2.294;A1A_0;MM1_0;5172
1.545;A1A_0;:L_3_0;5647
1.546;A1A_0;:L_3_0;5648
1.547;A1A_0;:L_3_0;5645
2.295;A1A_0;MM1_0;5174
1.548;A1A_0;:L_3_0;5646
1.549;A1A_0;:L_3_0;5640
2.296;A1A_0;:M_0_0;5172
1.550;A1A_0;:L_3_0;5641
1.551;A1A_0;:L_3_0;5634
1.552;A1A_0;:L_3_0;5633
1.553;A1A_0;:L_3_0;5626
2.297;A1A_0;MM1_0;5174
1.554;A1A_0;:L_3_0;5625
1.555;A1A_0;:L_3_0;5619
2.298;A1A_0;MM1_0;5168
1.556;A1A_0;:L_3_0;5619
1.557;A1A_0;:L_3_0;5611
1.558;A1A_0;:L_3_0;5614
2.299;A1A_0;:M_0_0;5169
1.559;A1A_0;:L_3_0;5607
2.300;A1A_0;MM1_0;5165
1.560;A1A_0;:L_3_0;5608
2.301;A1A_0;:M_0_0;5166
1.561;A1A_0;:L_3_0;5603
1.562;A1A_0;:L_3_0;5603
2.302;A1A_0;:M_0_0;5166
2.303;A1A_0;MM1_0;5166
1.563;A1A_0;:L_3_0;5597
1.564;A1A_0;:L_3_0;5598
2.304;A1A_0;:M_0_0;5169
1.565;A1A_0;:L_3_0;5592
2.305;A1A_0;MM1_0;5172
1.566;A1A_0;:L_3_0;5590
2.306;A1A_0;:M_0_0;5173
1.567;A1A_0;:L_3_0;5583
2.307;A1A_0;:M_0_0;5175
1.568;A1A_0;:L_3_0;5582
2.308;A1A_0;MM1_0;5176
1.569;A1A_0;:L_3_0;5574
1.570;A1A_0;:L_3_0;5572
2.309;A1A_0;MM1_0;5177
2.310;A1A_0;:M_0_0;5177
1.571;A1A_0;:L_3_0;5566
2.311;A1A_0;MM1_0;5179
1.572;A1A_0;:L_3_0;5568
2.312;A1A_0;MM1_0;5179
1.573;A1A_0;:L_3_0;5561
2.313;A1A_0;MM1_0;5178
1.574;A1A_0;:L_3_0;5563
2.314;A1A_0;MM1_0;5177
1.575;A1A_0;:L_3_0;5556
2.315;A1A_0;MM1_0;5176
1.576;A1A_0;:L_3_0;5558
2.316;A1A_0;MM1_0;5177
1.577;A1A_0;:L_3_0;5550
2.317;A1A_0;MM1_0;5177
1.578;A1A_0;:L_3_0;5551
2.318;A1A_0;MM1_0;5178
1.579;A1A_0;:L_3_0;5542
2.319;A1A_0;MM1_0;5179
1.580;A1A_0;:L_3_0;5541
2.320;A1A_0;MM1_0;5180
1.581;A1A_0;:L_3_0;5533
2.321;A1A_0;MM1_0;5180
1.582;A1A_0;:L_3_0;5534
1.583;A1A_0;:L_3_0;5525
2.322;A1A_0;:M_0_0;5180
1.584;A1A_0;:L_3_0;5526
2.323;A1A_0;:M_0_0;5180
1.585;A1A_0;:L_3_0;5521
2.324;A1A_0;MM1_0;5182
1.586;A1A_0;:L_3_0;5520
2.325;A1A_0;:M_0_0;5181
1.587;A1A_0;:L_3_0;5511
2.326;A1A_0;MM1_0;5181
1.588;A1A_0;:L_3_0;5511
2.327;A1A_0;:M_0_0;5182
1.589;A1A_0;:L_3_0;5505
2.328;A1A_0;MM1_0;5182
1.590;A1A_0;:L_3_0;5504
2.329;A1A_0;:M_0_0;5183
1.591;A1A_0;:L_3_0;5495
2.330;A1A_0;MM1_0;5183
1.592;A1A_0;:L_3_0;5495
2.331;A1A_0;MM1_0;5183
1.593;A1A_0;:L_3_0;5491
2.332;A1A_0;MM1_0;5184
1.594;A1A_0;:L_3_0;5491
2.333;A1A_0;MM1_0;5183
1.595;A1A_0;:L_3_0;5484
2.334;A1A_0;:M_0_0;5184
1.596;A1A_0;:L_3_0;5485
2.335;A1A_0;MM1_0;5184
1.597;A1A_0;:L_3_0;5473
2.336;A1A_0;MM1_0;5186
1.598;A1A_0;:L_3_0;5473
2.337;A1A_0;MM1_0;5187
1.599;A1A_0;:L_3_0;5466
2.338;A1A_0;:M_0_0;5187
2.339;A1A_0;:M_0_0;5187
2.340;A1A_0;:M_0_0;5187
2.341;A1A_0;:M_0_0;5187
2.342;A1A_0;:M_0_0;5186
2.343;A1A_0;MM1_0;5186
2.344;A1A_0;:M_0_0;5187
2.345;A1A_0;MM1_0;5187
2.346;A1A_0;:M_0_0;5186
2.347;A1A_0;MM1_0;5186
2.348;A1A_0;MM1_0;5186
2.349;A1A_0;:M_0_0;5186
2.350;A1A_0;:M_0_0;5187
2.351;A1A_0;MM1_0;5185
2.352;A1A_0;MM1_0;5185
2.353;A1A_0;:M_0_0;5185
2.354;A1A_0;MM1_0;5187
2.355;A1A_0;:M_0_0;5186
2.356;A1A_0;MM1_0;5185
2.357;A1A_0;MM1_0;5184
2.358;A1A_0;:M_0_0;5183
2.359;A1A_0;MM1_0;5183
2.360;A1A_0;MM1_0;5185
2.361;A1A_0;MM1_0;5186
2.362;A1A_0;MM1_0;5185
2.363;A1A_0;MM1_0;5185
2.364;A1A_0;MM1_0;5185
2.365;A1A_0;:M_0_0;5185
2.366;A1A_0;:M_0_0;5185
2.367;A1A_0;MM1_0;5185
2.368;A1A_0;:M_0_0;5184
2.369;A1A_0;:M_0_0;5186
2.370;A1A_0;:M_0_0;5186
2.371;A1A_0;:M_0_0;5186
2.372;A1A_0;MM1_0;5186
2.373;A1A_0;MM1_0;5186
2.374;A1A_0;MM1_0;5185
2.375;A1A_0;:M_0_0;5185
2.376;A1A_0;MM1_0;5186
2.377;A1A_0;MM1_0;5185
2.378;A1A_0;:M_0_0;5184
2.379;A1A_0;MM1_0;5185
2.380;A1A_0;MM1_0;5186
2.381;A1A_0;MM1_0;5187
2.382;A1A_0;:M_0_0;5185
2.383;A1A_0;MM1_0;5186
2.384;A1A_0;MM1_0;5186
2.385;A1A_0;:M_0_0;5187
2.386;A1A_0;MM1_0;5189
2.387;A1A_0;MM1_0;5188
2.388;A1A_0;MM1_0;5187
2.389;A1A_0;:M_0_0;5187
2.390;A1A_0;:M_0_0;5187
2.391;A1A_0;MM1_0;5188
2.392;A1A_0;MM1_0;5189
2.393;A1A_0;MM1_0;5190
2.394;A1A_0;:M_0_0;5190
2.395;A1A_0;:M_0_0;5190
2.396;A1A_0;MM1_0;5189
2.397;A1A_0;MM1_0;5189
2.398;A1A_0;:M_0_0;5189
2.399;A1A_0;MM1_0;5189
